Name,Date,Rate,Comment
sarahsoraya,,5,"This app, has helped me so much. With it I have gotten so many needed things. Whenever I open the app, it always shows me things that are recommenders for me, or things related to what Iíve been looking for. Something on the app, thatís really helpful is search with camera. Whenever I like something and want to get it again, and donít know what itís called, I search with camera. This is a great online shopping place! I hope this helped you."
Rosie222222,,2,Too hard to find where & how to log out first time you use. Frustrating. Should be a logout tab and easy to find instead of having to do a Google search just to figure out how to log out!
Nika11az,,1,"I've been an Amazon prime customer for years and I was happy to download the app, but the app itself crashes, is not responsive, and overall it's been a PIA so I had to remove it. I hate it that the featured deals and other things that pop up in my feed try to ""force open"" the app when I click on them and that I don't get the option to go to the same item via my regular browser. I walked away without purchasing at least a dozen times so far because of this stupid app. I guess my gain is Amazon's loss; apparently I didn't want/need those items that badly anyways, so I held onto my money and Amazon lost out on multiple sales. Not that they're hurting for revenue / profit. Oh well...."
Jyunte,,3,"If you use TouchID on the 2017 iPad Pro, and you have 2FA enabled, then TouchID will not log you in - you'll get a password incorrect error.

Steps to recreate the issue:
1) Sign out if already logged in
2) Manually sign in using username, then enter password, then your 2FA (eg. Authenticator App), check the box to disable requiring the Authenticator code on the iPad Pro. Press the login button. You will be logged in.
3) Sign out.
4) Sign in. Type in your username. Click Continue.
5) Select the button on the keyboard to log in automatically with the password saved by TouchID. Touch the fingerprint reader. TouchID enters your password. Press Continue. Amazon tells you your password is incorrect.

If you try to log in manually, again, you will STILL need to enter in your 2FA code, even though you told the app not to ask for one on this device. 

iOS 12.1.4"
ChicagoJay,,2,Figure it out!  It is annoying.
i hesitate to enter how i feel,,3,No matter how often you complain! Or request a signature for order delivery! Your packages are going to be dropped off in plain site on the porch! Even if they have to issue refunds because the package they say was delivered never shows up at your house! Course that also assumes you can still order at the price of the original order!
fpdavis4,,2,"Doesnít show pictures in reviews, crashes often, many other little bugs. This app is a pain to use. You would think amazon would have enough money to hire some people to make a decent app."
SamerTa,,3,"I canít understand why Amazon Smile not included and why non profits donít smile truly. Needs a change. ""
Thank you Amazon. Very happy with everything I have purchased in the past few months."
Astvxsgji,,3,"Please proved an update making it easy in app to navigate from personal to business accounts without signing in and out every time. And I will increase rating to 5 stars 
Thank you"
quibanito,,1,"Do not use the amazon app the offer you a $10 to download the app and start using the app to collect your information only because you will never see the $10 credit for downloading the app, and then when you ask to a customer service rep they ask you to show them the pop up screen you got offering you that promotion like you would have known that a company like amazon would do that to you.

Thatís why I use eBay which is much better than amazon"
Chevyrugerchick,,1,"Ok, 
1st issue: when browsing products, I click to read reviews and the review shows a completely different product. 
For example: I was looking at a bird feeder and clicked reviews and I was looking at reviews for a message ball. ???????? what in the world????  Not a fluke, this has happened several times. 

2nd issue:
I have tried to leave a review for a certain product 3 times now, Iíve submitted my review, the review says give it a couple of days. I go on with my life, come back to review something else- and low and behold thereís the product Iíve already reviewed 3 times. Iím done!!!!  I donít have time for this. 
Iím just trying to help other people with their purchases and this app keeps deleting the review. Grrrrrrrrr 

Please fix this app????????
Thank you"
